unit,t,Total Solar+ESS Output Power,PV Smoothing_Pset,ESS Output Power_SPPC,SOC,EMS_Final_Pset,Total Solar Power,PCC_F,PFC_Pset
SNTD_EMS,2026-06-21T07:00:00.018+08:00,-258.570,0.000,-68.600,5.400,0.000,9950.016,50.234,0.000
SNTD_EMS,2026-06-21T07:00:01.018+08:00,-258.570,0.000,-74.000,5.400,0.000,9959.663,50.230,0.000
SNTD_EMS,2026-06-21T07:00:02.018+08:00,-258.570,0.000,-73.480,5.400,0.000,9959.663,50.225,0.000
SNTD_EMS,2026-06-21T07:00:03.018+08:00,-258.570,0.000,-68.690,5.400,0.000,9965.561,50.223,0.000
SNTD_EMS,2026-06-21T07:00:04.018+08:00,-258.570,0.000,-70.280,5.400,0.000,9965.561,50.222,0.000
SNTD_EMS,2026-06-21T07:00:05.018+08:00,-258.570,0.000,-60.410,5.400,0.000,9970.384,50.221,0.000
SNTD_EMS,2026-06-21T07:00:06.018+08:00,-258.570,0.000,-55.850,5.400,0.000,9970.384,50.222,0.000
SNTD_EMS,2026-06-21T07:00:07.018+08:00,-258.570,0.000,-54.610,5.400,0.000,9979.534,50.220,0.000
SNTD_EMS,2026-06-21T07:00:08.018+08:00,-258.570,0.000,-52.630,5.400,0.000,9979.534,50.219,0.000
SNTD_EMS,2026-06-21T07:00:09.018+08:00,-258.570,0.000,-48.840,5.400,0.000,9981.678,50.218,0.000
SNTD_EMS,2026-06-21T07:00:10.018+08:00,-258.570,0.000,-47.670,5.400,0.000,9981.678,50.219,0.000
SNTD_EMS,2026-06-21T07:00:11.018+08:00,-258.570,0.000,-50.870,5.400,0.000,9990.504,50.220,0.000
SNTD_EMS,2026-06-21T07:00:12.018+08:00,-258.570,0.000,-52.070,5.400,0.000,9990.504,50.218,0.000
SNTD_EMS,2026-06-21T07:00:13.018+08:00,-258.570,0.000,-54.410,5.400,0.000,10000.261,50.216,0.000
SNTD_EMS,2026-06-21T07:00:14.018+08:00,-258.570,0.000,-56.030,5.400,0.000,10000.261,50.217,0.000
SNTD_EMS,2026-06-21T07:00:15.018+08:00,-258.570,0.000,-57.610,5.400,0.000,10005.157,50.218,0.000
SNTD_EMS,2026-06-21T07:00:16.018+08:00,-258.570,0.000,-55.160,5.400,0.000,10005.157,50.218,0.000
SNTD_EMS,2026-06-21T07:00:17.018+08:00,-258.570,0.000,-54.030,5.400,0.000,10013.090,50.219,0.000
SNTD_EMS,2026-06-21T07:00:18.018+08:00,-258.570,0.000,-51.950,5.400,0.000,10013.090,50.221,0.000
