unit,t,Total Solar+ESS Output Power,PV Smoothing_Pset,ESS Output Power_SPPC,SOC,EMS_Final_Pset,Total Solar Power,PCC_F,PFC_Pset
SNTD_EMS,2026-06-21T14:00:00.018+08:00,-258.570,0.000,-44.460,94.100,0.000,43060.492,50.207,0.000
SNTD_EMS,2026-06-21T14:00:01.018+08:00,-258.570,0.000,-43.950,94.100,0.000,43084.543,50.208,0.000
SNTD_EMS,2026-06-21T14:00:02.018+08:00,-258.570,0.000,-42.220,94.100,0.000,43084.543,50.202,0.000
SNTD_EMS,2026-06-21T14:00:03.018+08:00,-258.570,0.000,-38.910,94.100,0.000,43081.754,50.202,0.000
SNTD_EMS,2026-06-21T14:00:04.018+08:00,-258.570,0.000,-36.120,94.100,0.000,43081.754,50.190,0.000
SNTD_EMS,2026-06-21T14:00:05.018+08:00,-258.570,0.000,-34.730,94.100,0.000,42981.762,50.197,0.000
SNTD_EMS,2026-06-21T14:00:06.018+08:00,-258.570,0.000,-27.720,94.100,0.000,42981.762,50.196,0.000
SNTD_EMS,2026-06-21T14:00:07.018+08:00,-258.570,0.000,-19.900,94.100,0.000,42950.211,50.193,0.000
SNTD_EMS,2026-06-21T14:00:08.018+08:00,-258.570,0.000,-18.130,94.100,0.000,42950.211,50.191,0.000
SNTD_EMS,2026-06-21T14:00:09.018+08:00,-258.570,0.000,-19.530,94.100,0.000,42937.125,50.186,0.000
SNTD_EMS,2026-06-21T14:00:10.018+08:00,-258.570,0.000,-21.470,94.100,0.000,42937.125,50.186,0.000
SNTD_EMS,2026-06-21T14:00:11.018+08:00,-258.570,0.000,-21.590,94.100,0.000,42939.273,50.182,0.000
SNTD_EMS,2026-06-21T14:00:12.018+08:00,-258.570,0.000,-23.890,94.100,0.000,42939.273,50.182,0.000
SNTD_EMS,2026-06-21T14:00:13.018+08:00,-258.570,0.000,-28.350,94.100,0.000,42948.637,50.182,0.000
SNTD_EMS,2026-06-21T14:00:14.018+08:00,-258.570,0.000,-29.740,94.100,0.000,42948.637,50.182,0.000
SNTD_EMS,2026-06-21T14:00:15.018+08:00,-258.570,0.000,-30.180,94.100,0.000,42976.902,50.180,0.000
SNTD_EMS,2026-06-21T14:00:16.018+08:00,-258.570,0.000,-31.230,94.100,0.000,42976.902,50.183,0.000
