unit,t,Total Solar+ESS Output Power,PV Smoothing_Pset,ESS Output Power_SPPC,SOC,EMS_Final_Pset,Total Solar Power,PCC_F,PFC_Pset
SNTD_EMS,2026-06-21T04:30:00.018+08:00,-258.570,0.000,-47.630,5.200,0.000,2064.567,50.188,0.000
SNTD_EMS,2026-06-21T04:30:01.018+08:00,-258.570,0.000,-46.550,5.200,0.000,2064.495,50.189,0.000
SNTD_EMS,2026-06-21T04:30:02.018+08:00,-258.570,0.000,-48.110,5.200,0.000,2064.495,50.187,0.000
SNTD_EMS,2026-06-21T04:30:03.018+08:00,-258.570,0.000,-48.830,5.200,0.000,2065.246,50.191,0.000
SNTD_EMS,2026-06-21T04:30:04.018+08:00,-258.570,0.000,-49.170,5.200,0.000,2065.246,50.187,0.000
SNTD_EMS,2026-06-21T04:30:05.018+08:00,-258.570,0.000,-49.110,5.200,0.000,2065.103,50.185,0.000
SNTD_EMS,2026-06-21T04:30:06.018+08:00,-258.570,0.000,-49.110,5.200,0.000,2065.103,50.185,0.000
SNTD_EMS,2026-06-21T04:30:07.018+08:00,-258.570,0.000,-49.430,5.200,0.000,2064.781,50.182,0.000
SNTD_EMS,2026-06-21T04:30:08.018+08:00,-258.570,0.000,-49.290,5.200,0.000,2064.781,50.182,0.000
SNTD_EMS,2026-06-21T04:30:09.018+08:00,-258.570,0.000,-48.930,5.200,0.000,2064.388,50.181,0.000
SNTD_EMS,2026-06-21T04:30:10.018+08:00,-258.570,0.000,-49.260,5.200,0.000,2064.388,50.179,0.000
SNTD_EMS,2026-06-21T04:30:11.018+08:00,-258.570,0.000,-49.750,5.200,0.000,2064.209,50.178,0.000
SNTD_EMS,2026-06-21T04:30:12.018+08:00,-258.570,0.000,-50.250,5.200,0.000,2064.209,50.175,0.000
SNTD_EMS,2026-06-21T04:30:13.018+08:00,-258.570,0.000,-50.580,5.200,0.000,2064.317,50.173,0.000
SNTD_EMS,2026-06-21T04:30:14.018+08:00,-258.570,0.000,-50.430,5.200,0.000,2064.317,50.172,0.000
SNTD_EMS,2026-06-21T04:30:15.018+08:00,-258.570,0.000,-50.230,5.200,0.000,2064.209,50.171,0.000
SNTD_EMS,2026-06-21T04:30:16.018+08:00,-258.570,0.000,-50.520,5.200,0.000,2064.209,50.171,0.000
SNTD_EMS,2026-06-21T04:30:17.018+08:00,-258.570,0.000,-49.990,5.200,0.000,2064.209,50.170,0.000
SNTD_EMS,2026-06-21T04:30:18.018+08:00,-258.570,0.000,-50.180,5.200,0.000,2064.209,50.171,0.000
SNTD_EMS,2026-06-21T04:30:19.018+08:00,-258.570,0.000,-50.720,5.200,0.000,2064.102,50.169,0.000
SNTD_EMS,2026-06-21T04:30:20.018+08:00,-258.570,0.000,-50.410,5.200,0.000,2064.102,50.171,0.000
SNTD_EMS,2026-06-21T04:30:21.018+08:00,-258.570,0.000,-50.640,5.200,0.000,2064.174,50.169,0.000
SNTD_EMS,2026-06-21T04:30:22.018+08:00,-258.570,0.000,-50.490,5.200,0.000,2064.174,50.170,0.000
SNTD_EMS,2026-06-21T04:30:23.018+08:00,-258.570,0.000,-49.850,5.200,0.000,2063.495,50.169,0.000
SNTD_EMS,2026-06-21T04:30:24.018+08:00,-258.570,0.000,-49.240,5.200,0.000,2063.495,50.171,0.000
SNTD_EMS,2026-06-21T04:30:25.018+08:00,-258.570,0.000,-49.570,5.200,0.000,2064.245,50.173,0.000
SNTD_EMS,2026-06-21T04:30:26.018+08:00,-258.570,0.000,-50.240,5.200,0.000,2064.245,50.173,0.000
SNTD_EMS,2026-06-21T04:30:27.018+08:00,-258.570,0.000,-50.370,5.200,0.000,2064.567,50.175,0.000
