unit,t,Total Solar+ESS Output Power,PV Smoothing_Pset,ESS Output Power_SPPC,SOC,EMS_Final_Pset,Total Solar Power,PCC_F,PFC_Pset
SNTD_EMS,2026-06-21T21:30:00.018+08:00,-258.570,0.000,-41.900,5.400,0.000,2049.772,50.022,0.000
SNTD_EMS,2026-06-21T21:30:01.018+08:00,-258.570,0.000,-42.350,5.400,0.000,2049.665,50.018,0.000
SNTD_EMS,2026-06-21T21:30:02.018+08:00,-258.570,0.000,-42.310,5.400,0.000,2049.665,50.021,0.000
SNTD_EMS,2026-06-21T21:30:03.018+08:00,-258.570,0.000,-42.520,5.400,0.000,2050.308,50.017,0.000
SNTD_EMS,2026-06-21T21:30:04.018+08:00,-258.570,0.000,-42.380,5.400,0.000,2050.308,50.017,0.000
SNTD_EMS,2026-06-21T21:30:05.018+08:00,-258.570,0.000,-41.710,5.400,0.000,2050.272,50.016,0.000
SNTD_EMS,2026-06-21T21:30:06.018+08:00,-258.570,0.000,-42.050,5.400,0.000,2050.272,50.018,0.000
SNTD_EMS,2026-06-21T21:30:07.018+08:00,-258.570,0.000,-41.940,5.400,0.000,2050.344,50.022,0.000
SNTD_EMS,2026-06-21T21:30:08.018+08:00,-258.570,0.000,-41.940,5.400,0.000,2050.344,50.028,0.000
SNTD_EMS,2026-06-21T21:30:09.018+08:00,-258.570,0.000,-42.210,5.400,0.000,2049.986,50.031,0.000
SNTD_EMS,2026-06-21T21:30:10.018+08:00,-258.570,0.000,-42.430,5.400,0.000,2049.986,50.037,0.000
SNTD_EMS,2026-06-21T21:30:11.018+08:00,-258.570,0.000,-43.110,5.400,0.000,2049.986,50.040,0.000
SNTD_EMS,2026-06-21T21:30:12.018+08:00,-258.570,0.000,-43.130,5.400,0.000,2049.986,50.045,0.000
SNTD_EMS,2026-06-21T21:30:13.018+08:00,-258.570,0.000,-42.530,5.400,0.000,2050.487,50.047,0.000
SNTD_EMS,2026-06-21T21:30:14.018+08:00,-258.570,0.000,-43.130,5.400,0.000,2050.487,50.051,0.000
SNTD_EMS,2026-06-21T21:30:15.018+08:00,-258.570,0.000,-42.700,5.400,0.000,2049.951,50.051,0.000
SNTD_EMS,2026-06-21T21:30:16.018+08:00,-258.570,0.000,-42.550,5.400,0.000,2049.951,50.054,0.000
SNTD_EMS,2026-06-21T21:30:17.018+08:00,-258.570,0.000,-42.360,5.400,0.000,2049.415,50.053,0.000
SNTD_EMS,2026-06-21T21:30:18.018+08:00,-258.570,0.000,-42.190,5.400,0.000,2049.415,50.056,0.000
SNTD_EMS,2026-06-21T21:30:19.018+08:00,-258.570,0.000,-42.520,5.400,0.000,2049.772,50.060,0.000
SNTD_EMS,2026-06-21T21:30:20.018+08:00,-258.570,0.000,-42.880,5.400,0.000,2049.772,50.062,0.000
SNTD_EMS,2026-06-21T21:30:21.018+08:00,-258.570,0.000,-42.660,5.400,0.000,2050.201,50.065,0.000
SNTD_EMS,2026-06-21T21:30:22.018+08:00,-258.570,0.000,-42.530,5.400,0.000,2050.201,50.068,0.000
SNTD_EMS,2026-06-21T21:30:23.018+08:00,-258.570,0.000,-42.100,5.400,0.000,2050.415,50.069,0.000
SNTD_EMS,2026-06-21T21:30:24.018+08:00,-258.570,0.000,-42.170,5.400,0.000,2050.415,50.071,0.000
SNTD_EMS,2026-06-21T21:30:25.018+08:00,-258.570,0.000,-42.430,5.400,0.000,2049.736,50.074,0.000
SNTD_EMS,2026-06-21T21:30:26.018+08:00,-258.570,0.000,-42.210,5.400,0.000,2049.736,50.073,0.000
SNTD_EMS,2026-06-21T21:30:27.018+08:00,-258.570,0.000,-42.160,5.400,0.000,2049.736,50.076,0.000
SNTD_EMS,2026-06-21T21:30:28.018+08:00,-258.570,0.000,-42.160,5.400,0.000,2049.736,50.079,0.000
SNTD_EMS,2026-06-21T21:30:29.018+08:00,-258.570,0.000,-41.880,5.400,0.000,2049.522,50.081,0.000
SNTD_EMS,2026-06-21T21:30:30.018+08:00,-258.570,0.000,-42.120,5.400,0.000,2049.522,50.085,0.000
SNTD_EMS,2026-06-21T21:30:31.018+08:00,-258.570,0.000,-42.040,5.400,0.000,2049.987,50.088,0.000
SNTD_EMS,2026-06-21T21:30:32.018+08:00,-258.570,0.000,-42.480,5.400,0.000,2049.987,50.090,0.000
SNTD_EMS,2026-06-21T21:30:33.018+08:00,-258.570,0.000,-42.360,5.400,0.000,2049.987,50.092,0.000
SNTD_EMS,2026-06-21T21:30:34.018+08:00,-258.570,0.000,-42.030,5.400,0.000,2049.987,50.096,0.000
SNTD_EMS,2026-06-21T21:30:35.018+08:00,-258.570,0.000,-42.460,5.400,0.000,2050.272,50.096,0.000
SNTD_EMS,2026-06-21T21:30:36.018+08:00,-258.570,0.000,-41.840,5.400,0.000,2050.272,50.097,0.000
SNTD_EMS,2026-06-21T21:30:37.018+08:00,-258.570,0.000,-42.330,5.400,0.000,2049.379,50.094,0.000
SNTD_EMS,2026-06-21T21:30:38.018+08:00,-258.570,0.000,-42.450,5.400,0.000,2049.379,50.097,0.000
SNTD_EMS,2026-06-21T21:30:39.018+08:00,-258.570,0.000,-42.240,5.400,0.000,2050.058,50.091,0.000
SNTD_EMS,2026-06-21T21:30:40.018+08:00,-258.570,0.000,-42.230,5.400,0.000,2050.058,50.095,0.000
SNTD_EMS,2026-06-21T21:30:41.018+08:00,-258.570,0.000,-42.940,5.400,0.000,2050.201,50.086,0.000
SNTD_EMS,2026-06-21T21:30:42.018+08:00,-258.570,0.000,-42.400,5.400,0.000,2050.201,50.090,0.000
SNTD_EMS,2026-06-21T21:30:43.018+08:00,-258.570,0.000,-41.930,5.400,0.000,2049.879,50.087,0.000
SNTD_EMS,2026-06-21T21:30:44.018+08:00,-258.570,0.000,-42.390,5.400,0.000,2049.879,50.081,0.000
SNTD_EMS,2026-06-21T21:30:45.018+08:00,-258.570,0.000,-42.490,5.400,0.000,2050.487,50.083,0.000
SNTD_EMS,2026-06-21T21:30:46.018+08:00,-258.570,0.000,-42.000,5.400,0.000,2050.487,50.074,0.000
SNTD_EMS,2026-06-21T21:30:47.018+08:00,-258.570,0.000,-41.880,5.400,0.000,2050.666,50.074,0.000
SNTD_EMS,2026-06-21T21:30:48.018+08:00,-258.570,0.000,-42.230,5.400,0.000,2050.666,50.065,0.000
SNTD_EMS,2026-06-21T21:30:49.018+08:00,-258.570,0.000,-42.420,5.400,0.000,2050.058,50.064,0.000
SNTD_EMS,2026-06-21T21:30:50.018+08:00,-258.570,0.000,-42.410,5.400,0.000,2050.058,50.055,0.000
SNTD_EMS,2026-06-21T21:30:51.018+08:00,-258.570,0.000,-42.130,5.400,0.000,2050.487,50.056,0.000
SNTD_EMS,2026-06-21T21:30:52.018+08:00,-258.570,0.000,-42.490,5.400,0.000,2050.487,50.045,0.000
SNTD_EMS,2026-06-21T21:30:53.018+08:00,-258.570,0.000,-42.390,5.400,0.000,2050.487,50.048,0.000
SNTD_EMS,2026-06-21T21:30:54.018+08:00,-258.570,0.000,-41.970,5.400,0.000,2050.487,50.043,0.000
SNTD_EMS,2026-06-21T21:30:55.018+08:00,-258.570,0.000,-42.080,5.400,0.000,2049.986,50.043,0.000
SNTD_EMS,2026-06-21T21:30:56.018+08:00,-258.570,0.000,-42.230,5.400,0.000,2049.986,50.044,0.000
SNTD_EMS,2026-06-21T21:30:57.018+08:00,-258.570,0.000,-42.210,5.400,0.000,2050.058,50.046,0.000
SNTD_EMS,2026-06-21T21:30:58.018+08:00,-258.570,0.000,-42.390,5.400,0.000,2050.058,50.048,0.000
SNTD_EMS,2026-06-21T21:30:59.018+08:00,-258.570,0.000,-42.410,5.400,0.000,2049.736,50.048,0.000
SNTD_EMS,2026-06-21T21:31:00.019+08:00,-258.570,0.000,-42.140,5.400,0.000,2049.736,50.049,0.000
SNTD_EMS,2026-06-21T21:31:01.018+08:00,-258.570,0.000,-42.250,5.400,0.000,2049.915,50.045,0.000
SNTD_EMS,2026-06-21T21:31:02.018+08:00,-258.570,0.000,-41.820,5.400,0.000,2049.915,50.047,0.000
SNTD_EMS,2026-06-21T21:31:03.018+08:00,-258.570,0.000,-42.090,5.400,0.000,2050.236,50.047,0.000
SNTD_EMS,2026-06-21T21:31:04.018+08:00,-258.570,0.000,-41.970,5.400,0.000,2050.236,50.046,0.000
