unit,t,Total Solar+ESS Output Power,PV Smoothing_Pset,ESS Output Power_SPPC,SOC,EMS_Final_Pset,Total Solar Power,PCC_F,PFC_Pset
SNTD_EMS,2026-06-21T05:00:00.019+08:00,-258.570,0.000,-68.920,5.200,0.000,2064.924,50.183,0.000
SNTD_EMS,2026-06-21T05:00:01.018+08:00,-258.570,0.000,-70.270,5.200,0.000,2064.603,50.179,0.000
SNTD_EMS,2026-06-21T05:00:02.018+08:00,-258.570,0.000,-70.480,5.200,0.000,2064.603,50.181,0.000
SNTD_EMS,2026-06-21T05:00:03.018+08:00,-258.570,0.000,-70.900,5.200,0.000,2065.067,50.180,0.000
SNTD_EMS,2026-06-21T05:00:04.018+08:00,-258.570,0.000,-71.140,5.200,0.000,2065.067,50.181,0.000
SNTD_EMS,2026-06-21T05:00:05.018+08:00,-258.570,0.000,-71.310,5.200,0.000,2064.674,50.177,0.000
SNTD_EMS,2026-06-21T05:00:06.018+08:00,-258.570,0.000,-71.180,5.200,0.000,2064.674,50.178,0.000
SNTD_EMS,2026-06-21T05:00:07.018+08:00,-258.570,0.000,-70.470,5.200,0.000,2064.710,50.179,0.000
SNTD_EMS,2026-06-21T05:00:08.018+08:00,-258.570,0.000,-70.740,5.200,0.000,2064.710,50.182,0.000
SNTD_EMS,2026-06-21T05:00:09.018+08:00,-258.570,0.000,-71.180,5.200,0.000,2064.245,50.185,0.000
SNTD_EMS,2026-06-21T05:00:10.018+08:00,-258.570,0.000,-70.790,5.200,0.000,2064.245,50.190,0.000
SNTD_EMS,2026-06-21T05:00:11.018+08:00,-258.570,0.000,-71.080,5.200,0.000,2064.817,50.195,0.000
SNTD_EMS,2026-06-21T05:00:12.018+08:00,-258.570,0.000,-71.220,5.200,0.000,2064.817,50.199,0.000
SNTD_EMS,2026-06-21T05:00:13.018+08:00,-258.570,0.000,-71.130,5.200,0.000,2064.638,50.201,0.000
SNTD_EMS,2026-06-21T05:00:14.018+08:00,-258.570,0.000,-70.970,5.200,0.000,2064.638,50.203,0.000
SNTD_EMS,2026-06-21T05:00:15.018+08:00,-258.570,0.000,-73.180,5.200,0.000,2064.888,50.206,0.000
SNTD_EMS,2026-06-21T05:00:16.018+08:00,-258.570,0.000,-75.680,5.200,0.000,2064.888,50.210,0.000
SNTD_EMS,2026-06-21T05:00:17.018+08:00,-258.570,0.000,-78.050,5.200,0.000,2064.710,50.208,0.000
SNTD_EMS,2026-06-21T05:00:18.018+08:00,-258.570,0.000,-78.620,5.200,0.000,2064.710,50.209,0.000
SNTD_EMS,2026-06-21T05:00:19.018+08:00,-258.570,0.000,-80.650,5.200,0.000,2064.353,50.208,0.000
SNTD_EMS,2026-06-21T05:00:20.018+08:00,-258.570,0.000,-81.420,5.200,0.000,2064.353,50.204,0.000
SNTD_EMS,2026-06-21T05:00:21.018+08:00,-258.570,0.000,-81.120,5.200,0.000,2064.924,50.203,0.000
SNTD_EMS,2026-06-21T05:00:22.018+08:00,-258.570,0.000,-78.480,5.200,0.000,2064.924,50.202,0.000
SNTD_EMS,2026-06-21T05:00:23.018+08:00,-258.570,0.000,-77.230,5.200,0.000,2065.174,50.201,0.000
SNTD_EMS,2026-06-21T05:00:24.018+08:00,-258.570,0.000,-74.160,5.200,0.000,2065.174,50.200,0.000
SNTD_EMS,2026-06-21T05:00:25.018+08:00,-258.570,0.000,-71.790,5.200,0.000,2064.745,50.195,0.000
SNTD_EMS,2026-06-21T05:00:26.018+08:00,-258.570,0.000,-70.170,5.200,0.000,2064.745,50.195,0.000
SNTD_EMS,2026-06-21T05:00:27.018+08:00,-258.570,0.000,-66.770,5.200,0.000,2064.674,50.194,0.000
SNTD_EMS,2026-06-21T05:00:28.018+08:00,-258.570,0.000,-61.700,5.200,0.000,2064.674,50.198,0.000
SNTD_EMS,2026-06-21T05:00:29.018+08:00,-258.570,0.000,-60.210,5.200,0.000,2064.567,50.200,0.000
SNTD_EMS,2026-06-21T05:00:30.018+08:00,-258.570,0.000,-63.870,5.200,0.000,2064.567,50.202,0.000
SNTD_EMS,2026-06-21T05:00:31.018+08:00,-258.570,0.000,-67.820,5.200,0.000,2064.031,50.205,0.000
SNTD_EMS,2026-06-21T05:00:32.018+08:00,-258.570,0.000,-69.690,5.200,0.000,2064.031,50.205,0.000
SNTD_EMS,2026-06-21T05:00:33.018+08:00,-258.570,0.000,-71.410,5.200,0.000,2064.245,50.208,0.000
SNTD_EMS,2026-06-21T05:00:34.018+08:00,-258.570,0.000,-77.170,5.200,0.000,2064.245,50.209,0.000
SNTD_EMS,2026-06-21T05:00:35.018+08:00,-258.570,0.000,-77.150,5.200,0.000,2064.889,50.211,0.000
SNTD_EMS,2026-06-21T05:00:36.018+08:00,-258.570,0.000,-77.880,5.200,0.000,2064.889,50.214,0.000
SNTD_EMS,2026-06-21T05:00:37.018+08:00,-258.570,0.000,-78.900,5.200,0.000,2064.781,50.216,0.000
SNTD_EMS,2026-06-21T05:00:38.018+08:00,-258.570,0.000,-78.430,5.200,0.000,2064.781,50.216,0.000
SNTD_EMS,2026-06-21T05:00:39.018+08:00,-258.570,0.000,-78.750,5.200,0.000,2064.746,50.215,0.000
