unit,t,Total Solar+ESS Output Power,PV Smoothing_Pset,ESS Output Power_SPPC,SOC,EMS_Final_Pset,Total Solar Power,PCC_F,PFC_Pset
SNTD_EMS,2026-06-21T03:00:00.018+08:00,-258.570,0.000,-50.340,5.400,0.000,2062.387,50.033,0.000
SNTD_EMS,2026-06-21T03:00:01.018+08:00,-258.570,0.000,-51.140,5.400,0.000,2062.387,50.037,0.000
SNTD_EMS,2026-06-21T03:00:02.018+08:00,-258.570,0.000,-51.020,5.400,0.000,2062.387,50.040,0.000
SNTD_EMS,2026-06-21T03:00:03.018+08:00,-258.570,0.000,-50.620,5.400,0.000,2062.315,50.042,0.000
SNTD_EMS,2026-06-21T03:00:04.018+08:00,-258.570,0.000,-50.570,5.400,0.000,2062.315,50.044,0.000
SNTD_EMS,2026-06-21T03:00:05.018+08:00,-258.570,0.000,-50.340,5.400,0.000,2062.423,50.048,0.000
SNTD_EMS,2026-06-21T03:00:06.018+08:00,-258.570,0.000,-50.340,5.400,0.000,2062.423,50.049,0.000
SNTD_EMS,2026-06-21T03:00:07.018+08:00,-258.570,0.000,-50.340,5.400,0.000,2062.565,50.055,0.000
SNTD_EMS,2026-06-21T03:00:08.018+08:00,-258.570,0.000,-50.710,5.400,0.000,2062.565,50.058,0.000
SNTD_EMS,2026-06-21T03:00:09.018+08:00,-258.570,0.000,-51.160,5.400,0.000,2062.244,50.064,0.000
SNTD_EMS,2026-06-21T03:00:10.018+08:00,-258.570,0.000,-50.680,5.400,0.000,2062.244,50.070,0.000
SNTD_EMS,2026-06-21T03:00:11.018+08:00,-258.570,0.000,-50.430,5.400,0.000,2061.958,50.077,0.000
SNTD_EMS,2026-06-21T03:00:12.018+08:00,-258.570,0.000,-49.960,5.400,0.000,2061.958,50.085,0.000
SNTD_EMS,2026-06-21T03:00:13.018+08:00,-258.570,0.000,-50.140,5.400,0.000,2061.994,50.092,0.000
SNTD_EMS,2026-06-21T03:00:14.018+08:00,-258.570,0.000,-50.070,5.400,0.000,2061.994,50.098,0.000
SNTD_EMS,2026-06-21T03:00:15.018+08:00,-258.570,0.000,-50.330,5.400,0.000,2061.386,50.106,0.000
SNTD_EMS,2026-06-21T03:00:16.018+08:00,-258.570,0.000,-50.320,5.400,0.000,2061.386,50.111,0.000
SNTD_EMS,2026-06-21T03:00:17.018+08:00,-258.570,0.000,-50.700,5.400,0.000,2061.994,50.118,0.000
SNTD_EMS,2026-06-21T03:00:18.018+08:00,-258.570,0.000,-50.940,5.400,0.000,2061.994,50.124,0.000
SNTD_EMS,2026-06-21T03:00:19.018+08:00,-258.570,0.000,-50.810,5.400,0.000,2061.922,50.131,0.000
SNTD_EMS,2026-06-21T03:00:20.018+08:00,-258.570,0.000,-50.540,5.400,0.000,2061.922,50.138,0.000
SNTD_EMS,2026-06-21T03:00:21.018+08:00,-258.570,0.000,-49.560,5.400,0.000,2061.780,50.146,0.000
SNTD_EMS,2026-06-21T03:00:22.018+08:00,-258.570,0.000,-50.090,5.400,0.000,2061.780,50.152,0.000
