unit,t,Total Solar+ESS Output Power,PV Smoothing_Pset,ESS Output Power_SPPC,SOC,EMS_Final_Pset,Total Solar Power,PCC_F,PFC_Pset
SNTD_EMS,2026-06-21T17:30:00.018+08:00,-258.570,0.000,-32.400,94.000,0.000,2730.622,50.171,0.000
SNTD_EMS,2026-06-21T17:30:01.018+08:00,-258.570,0.000,-31.570,94.000,0.000,2728.192,50.168,0.000
SNTD_EMS,2026-06-21T17:30:02.018+08:00,-258.570,0.000,-30.540,94.000,0.000,2728.192,50.171,0.000
SNTD_EMS,2026-06-21T17:30:03.018+08:00,-258.570,0.000,-30.440,94.000,0.000,2725.226,50.169,0.000
SNTD_EMS,2026-06-21T17:30:04.018+08:00,-258.570,0.000,-31.470,94.000,0.000,2725.226,50.169,0.000
SNTD_EMS,2026-06-21T17:30:05.018+08:00,-258.570,0.000,-32.770,94.000,0.000,2723.546,50.167,0.000
SNTD_EMS,2026-06-21T17:30:06.018+08:00,-258.570,0.000,-32.000,94.000,0.000,2723.546,50.168,0.000
SNTD_EMS,2026-06-21T17:30:07.018+08:00,-258.570,0.000,-32.270,94.000,0.000,2720.080,50.168,0.000
SNTD_EMS,2026-06-21T17:30:08.018+08:00,-258.570,0.000,-32.490,94.000,0.000,2720.080,50.167,0.000
SNTD_EMS,2026-06-21T17:30:09.018+08:00,-258.570,0.000,-32.680,94.000,0.000,2717.006,50.166,0.000
SNTD_EMS,2026-06-21T17:30:10.018+08:00,-258.570,0.000,-32.450,94.000,0.000,2717.006,50.166,0.000
SNTD_EMS,2026-06-21T17:30:11.018+08:00,-258.570,0.000,-31.530,94.000,0.000,2714.791,50.163,0.000
SNTD_EMS,2026-06-21T17:30:12.018+08:00,-258.570,0.000,-31.390,94.000,0.000,2714.791,50.163,0.000
SNTD_EMS,2026-06-21T17:30:13.018+08:00,-258.570,0.000,-31.390,94.000,0.000,2713.718,50.164,0.000
SNTD_EMS,2026-06-21T17:30:14.018+08:00,-258.570,0.000,-31.560,94.000,0.000,2713.718,50.165,0.000
SNTD_EMS,2026-06-21T17:30:15.018+08:00,-258.570,0.000,-31.670,94.000,0.000,2710.145,50.165,0.000
SNTD_EMS,2026-06-21T17:30:16.018+08:00,-258.570,0.000,-31.670,94.000,0.000,2710.145,50.166,0.000
SNTD_EMS,2026-06-21T17:30:17.018+08:00,-258.570,0.000,-31.670,94.000,0.000,2708.537,50.168,0.000
SNTD_EMS,2026-06-21T17:30:18.018+08:00,-258.570,0.000,-31.670,94.000,0.000,2708.537,50.169,0.000
